Name;Sector;Lat;Long;SOx-low(Gg/year);SOx-high(Gg/year);SOx-mean(Gg/year)
PIONEIROS;Bagasse TPP;-20.684541;-50.917174;NA;NA;NA
SOBAR;Bagasse TPP;-22.686864;-49.419153;NA;NA;NA
ALCOMIRA;Bagasse TPP;-21.121005;-51.090413;NA;NA;NA
LONDRA;Bagasse TPP;-23.410036;-49.105375;NA;NA;NA
DECASA;Bagasse TPP;-22.816385;-50.061069;NA;NA;NA
GUAXUMA;Bagasse TPP;-10.119481;-36.165209;NA;NA;NA
FERRARI;Bagasse TPP;-21.983808;-47.430962;NA;NA;NA
GENERALCO;Bagasse TPP;-20.640629;-50.363694;NA;NA;NA
USINA SÃO LUIZ;Bagasse TPP;-22.971046;-49.909639;NA;NA;NA
PANORÂMICA;Bagasse TPP;-23.420472;-49.097307;NA;NA;NA
CASA DE FORÇA;Bagasse TPP;-20.272784;-50.268888;NA;NA;NA
NOVA TAMOIO;Bagasse TPP;-21.749967;-48.180615;NA;NA;NA
DOIS CÓRREGOS;Bagasse TPP;-22.359716;-48.392853;NA;NA;NA
DESTILARIA MELHORAMENTOS;Bagasse TPP;-23.633356;-52.462851;NA;NA;NA
DESTILARIA PARAGUAÇU;Bagasse TPP;-22.431435;-50.584455;NA;NA;NA
CATANDUVA;Bagasse TPP;-21.193217;-48.784180;NA;NA;NA
COLORADO;Bagasse TPP;-20.311752;-48.298516;NA;NA;NA
NOVA AMÉRICA;Bagasse TPP;-22.745071;-50.600983;NA;NA;NA
EQUIPAV;Bagasse TPP;-21.559317;-49.868596;NA;NA;NA
IBIRÁ;Bagasse TPP;-21.492994;-47.390793;NA;NA;NA
SIDROLÂNDIA (ANTIGA SANTA OLINDA);Bagasse TPP;-20.909544;-54.953320;NA;NA;NA
COOPERNAVI;Bagasse TPP;-23.038283;-54.184956;NA;NA;NA
MARACAJÚ;Bagasse TPP;-21.612245;-55.181926;NA;NA;NA
PASSA TEMPO;Bagasse TPP;-21.782953;-54.530882;NA;NA;NA
JALLES MACHADO;Bagasse TPP;-15.337953;-49.106689;NA;NA;NA
GOIANÉSIA;Bagasse TPP;-15.302771;-49.128490;NA;NA;NA
SANTA HELENA AÇÚCAR E ÁLCOOL;Bagasse TPP;-17.824745;-50.582152;NA;NA;NA
VALE DO VERDÃO;Bagasse TPP;-17.797797;-50.331985;NA;NA;NA
GOIASA;Bagasse TPP;-18.024206;-49.364596;NA;NA;NA
COPRODIA;Bagasse TPP;-13.678132;-57.890803;NA;NA;NA
ITAMARATI;Bagasse TPP;-14.769670;-57.282329;NA;NA;NA
SANTA TEREZINHA PARANACITY;Bagasse TPP;-22.937190;-52.152406;NA;NA;NA
SANTA TEREZINHA (IVATÉ);Bagasse TPP;-23.404349;-53.378860;NA;NA;NA
PEROBÁLCOOL;Bagasse TPP;-23.888840;-53.405361;NA;NA;NA
VALE DO IVAÍ;Bagasse TPP;-23.861497;-51.853163;NA;NA;NA
BIO COOPCANA;Bagasse TPP;-23.306438;-52.479983;NA;NA;NA
SANTA TEREZINHA;Bagasse TPP;-23.748730;-52.880378;NA;NA;NA
SABARÁLCOOL;Bagasse TPP;-23.807811;-52.253667;NA;NA;NA
IGUATEMI (ANTIGA SANTA TEREZINHA - IGUATEMI);Bagasse TPP;-23.401766;-51.903616;NA;NA;NA
JACAREZINHO;Bagasse TPP;-23.134816;-49.939865;NA;NA;NA
DESTILARIA DE ÁLCOOL IBAITI;Bagasse TPP;-23.817147;-50.179785;NA;NA;NA
DACALDA;Bagasse TPP;-23.140795;-49.973382;NA;NA;NA
COFERCATU;Bagasse TPP;-22.873829;-51.411299;NA;NA;NA
COOPERVAL;Bagasse TPP;-23.598322;-51.657237;NA;NA;NA
SÃO FRANCISCO;Bagasse TPP;-23.041734;-47.359096;NA;NA;NA
SANTA RITA;Bagasse TPP;-21.693346;-47.490832;NA;NA;NA
TRIÁLCOOL;Bagasse TPP;-18.730409;-49.203488;NA;NA;NA
USINA DA SERRA;Bagasse TPP;-21.950352;-47.996571;NA;NA;NA
SANTA HELENA;Bagasse TPP;-22.837436;-47.600093;NA;NA;NA
MUMBUCA;Bagasse TPP;-22.626069;-50.201498;NA;NA;NA
DELTA;Bagasse TPP;-19.973386;-47.768499;NA;NA;NA
COSTA PINTO;Bagasse TPP;-22.718278;-47.599516;NA;NA;NA
SANTA ELISA - UNIDADE I;Bagasse TPP;-21.134084;-47.971177;NA;NA;NA
MORENO;Bagasse TPP;-21.548690;-47.702446;NA;NA;NA
CITROSUCO;Bagasse TPP;-21.633410;-48.337381;NA;NA;NA
CLEALCO;Bagasse TPP;-21.561272;-50.452938;NA;NA;NA
ALCOAZUL;Bagasse TPP;-21.185822;-50.467029;NA;NA;NA
QUATÁ;Bagasse TPP;-22.236973;-50.707809;NA;NA;NA
ZANIN;Bagasse TPP;-21.836995;-48.150746;NA;NA;NA
COINBRA - FRUTESP;Bagasse TPP;-20.933129;-48.484139;NA;NA;NA
SANTA MARIA DE LENÇÓIS;Bagasse TPP;-22.570551;-48.815666;NA;NA;NA
SANTO ANTÔNIO;Bagasse TPP;-21.142490;-48.010702;NA;NA;NA
UFA;Bagasse TPP;-22.160442;-51.374044;NA;NA;NA
UJU;Bagasse TPP;-22.850749;-51.973415;NA;NA;NA
JB;Bagasse TPP;-8.115920;-35.264315;NA;NA;NA
SANTA ISABEL;Bagasse TPP;-21.480586;-49.223752;NA;NA;NA
SANTA CLARA;Bagasse TPP;-21.255799;-48.345049;NA;NA;NA
SANTA HERMÍNIA;Bagasse TPP;-22.810175;-50.069052;NA;NA;NA
CEVASA;Bagasse TPP;-20.630383;-47.287820;NA;NA;NA
COOPERFRIGO;Bagasse TPP;-21.562310;-49.851773;NA;NA;NA
DESTIVALE;Bagasse TPP;-21.174617;-50.447803;NA;NA;NA
GRIZZO;Bagasse TPP;-22.335044;-48.547298;NA;NA;NA
VISTA ALEGRE;Bagasse TPP;-23.569946;-48.016382;NA;NA;NA
CAMPO FLORIDO;Bagasse TPP;-19.760626;-48.574949;NA;NA;NA
CORURIPE ITURAMA;Bagasse TPP;-19.717810;-50.192989;NA;NA;NA
CACHOEIRA;Bagasse TPP;-9.612216;-35.715091;NA;NA;NA
ARALCO;Bagasse TPP;-20.938333;-50.496689;NA;NA;NA
JAPUNGU;Bagasse TPP;-7.205941;-34.849883;NA;NA;NA
ITAENGA;Bagasse TPP;-7.933856;-35.287967;NA;NA;NA
VOLTA GRANDE;Bagasse TPP;-19.917887;-48.367224;NA;NA;NA
MARITUBA;Bagasse TPP;-10.132662;-36.650397;NA;NA;NA
SERRA GRANDE;Bagasse TPP;-9.011972;-36.057302;NA;NA;NA
CUCAÚ;Bagasse TPP;-8.677323;-35.159524;NA;NA;NA
SUMAÚMA;Bagasse TPP;-9.755077;-35.840890;NA;NA;NA
PAÍSA;Bagasse TPP;-10.274169;-36.543303;NA;NA;NA
CAPRICHO;Bagasse TPP;-9.397901;-36.145578;NA;NA;NA
LAGINHA-MATRIX;Bagasse TPP;-9.177042;-36.014828;NA;NA;NA
GAMELEIRA;Bagasse TPP;-10.639871;-51.564187;NA;NA;NA
BAÍA FORMOSA;Bagasse TPP;-6.373506;-35.008718;NA;NA;NA
TRAPICHE;Bagasse TPP;-8.594271;-35.109934;NA;NA;NA
ESTIVAS;Bagasse TPP;-6.193552;-35.162355;NA;NA;NA
CENTRAL OLHO D ÁGUA;Bagasse TPP;-7.406727;-35.275149;NA;NA;NA
UNIÃO E INDÚSTRIA;Bagasse TPP;-8.329041;-35.352427;NA;NA;NA
AGROVALE;Bagasse TPP;-9.463096;-40.483824;NA;NA;NA
IPOJUCA;Bagasse TPP;-8.395756;-35.059020;NA;NA;NA
JITITUBA SANTO ANTÔNIO;Bagasse TPP;-9.308071;-35.559876;NA;NA;NA
UNA AÇÚCAR E ENERGIA;Bagasse TPP;-8.757629;-35.113000;NA;NA;NA
SINIMBU;Bagasse TPP;-9.777575;-36.104438;NA;NA;NA
ARTIVINCO (ANTIGA RIO PARDO);Bagasse TPP;-21.493892;-47.390321;NA;NA;NA
PITANGUEIRAS;Bagasse TPP;-21.000597;-48.207559;NA;NA;NA
TERMOCANA;Bagasse TPP;-23.313969;-52.475982;NA;NA;NA
DIAMANTE;Bagasse TPP;-22.254359;-48.554851;NA;NA;NA
SANTA TERESA;Bagasse TPP;-7.559237;-35.021114;NA;NA;NA
VALE DO PARANAÍBA;Bagasse TPP;-18.689223;-49.561962;NA;NA;NA
GIASA II;Bagasse TPP;-7.400483;-35.095411;NA;NA;NA
SÃO JOSÉ COLINA;Bagasse TPP;-20.706936;-48.527504;NA;NA;NA
LASA;Bagasse TPP;-19.374081;-40.062541;NA;NA;NA
SÃO JOSÉ;Bagasse TPP;-7.839948;-34.900929;NA;NA;NA
SANTO ÂNGELO;Bagasse TPP;-19.912785;-48.690355;NA;NA;NA
WD;Bagasse TPP;-17.731139;-46.171271;NA;NA;NA
IPAUSSU;Bagasse TPP;-23.034435;-49.633445;NA;NA;NA
J L G;Bagasse TPP;-21.516709;-48.392901;NA;NA;NA
CANAÃ;Bagasse TPP;-22.407712;-50.579133;NA;NA;NA
SERESTA;Bagasse TPP;-9.902535;-36.357484;NA;NA;NA
USACIGA;Bagasse TPP;-23.369214;-52.931285;NA;NA;NA
DASA;Bagasse TPP;-17.799245;-40.251003;NA;NA;NA
ALCON;Bagasse TPP;-18.572788;-39.735087;NA;NA;NA
IOLANDO LEITE;Bagasse TPP;-10.505835;-37.053074;NA;NA;NA
COOPER-RUBI;Bagasse TPP;-15.167025;-49.797647;NA;NA;NA
NOVA GERAÇÃO;Bagasse TPP;-17.039590;-50.149597;NA;NA;NA
CORURIPE;Bagasse TPP;-10.130596;-36.174135;NA;NA;NA
CRV;Bagasse TPP;-15.356253;-49.695175;NA;NA;NA
COINBRA - FRUTESP;Bagasse TPP;-21.606759;-48.361414;NA;NA;NA
LAGO AZUL;Bagasse TPP;-17.730060;-48.187500;NA;NA;NA
ELDORADO;Bagasse TPP;-21.788293;-54.533714;NA;NA;NA
MÜLLER DESTILARIA;Bagasse TPP;-21.844942;-47.457573;NA;NA;NA
FRONTEIRA;Bagasse TPP;-20.292105;-49.202398;NA;NA;NA
COCAMAR MARINGÁ;Bagasse TPP;-23.376793;-51.909967;NA;NA;NA
SÃO TOMÉ;Bagasse TPP;-23.538115;-52.591992;NA;NA;NA
FARTURA;Bagasse TPP;-21.192154;-49.582546;NA;NA;NA
PETRIBU;Bagasse TPP;-7.926291;-35.295526;NA;NA;NA
RIBEIRÃO;Bagasse TPP;-8.512385;-35.370441;NA;NA;NA
LIMEIRA DO OESTE;Bagasse TPP;-19.547649;-50.583249;NA;NA;NA
QUIRINÓPOLIS;Bagasse TPP;-18.464344;-50.459554;NA;NA;NA
VERTENTE;Bagasse TPP;-20.490354;-48.936114;NA;NA;NA
FRUTAL;Bagasse TPP;-20.026119;-48.884738;NA;NA;NA
OUROESTE;Bagasse TPP;-20.006831;-50.365880;NA;NA;NA
ALCOOLVALE;Bagasse TPP;-20.053653;-51.111467;NA;NA;NA
TRIUNFO;Bagasse TPP;-9.631763;-36.199579;NA;NA;NA
USINA BERTOLO AÇÚCAR E ÁLCOOL;Bagasse TPP;-21.087817;-48.653921;NA;NA;NA
CERBA;Bagasse TPP;-22.721444;-47.597113;NA;NA;NA
PEDROSA;Bagasse TPP;-8.471329;-35.540327;NA;NA;NA
INTERLAGOS;Bagasse TPP;-20.626738;-51.085484;NA;NA;NA
BEM BRASIL;Bagasse TPP;-19.632869;-46.976761;NA;NA;NA
BURITI;Bagasse TPP;-20.182455;-47.716855;NA;NA;NA
CÓRREGO AZUL;Bagasse TPP;-21.560458;-49.868082;NA;NA;NA
ITAPAGIPE;Bagasse TPP;-19.899064;-49.357223;NA;NA;NA
CEM (ANTIGA CAMEN);Bagasse TPP;-17.734926;-49.135929;NA;NA;NA
CENTRO OESTE IGUATEMI;Bagasse TPP;-23.469070;-54.184301;NA;NA;NA
CITROVITA CATANDUVA;Bagasse TPP;-21.124940;-48.961370;NA;NA;NA
UNIDADE SANTO INÁCIO - USI;Bagasse TPP;-22.692087;-51.784801;NA;NA;NA
BOA VISTA;Bagasse TPP;-18.444072;-50.430114;NA;NA;NA
ENERGÉTICA SANTA HELENA;Bagasse TPP;-22.275437;-53.368272;NA;NA;NA
SALI;Bagasse TPP;-9.553958;-35.741719;NA;NA;NA
VERÍSSIMO;Bagasse TPP;-19.669562;-48.308466;NA;NA;NA
CARNEIRINHO;Bagasse TPP;-19.699103;-50.677420;NA;NA;NA
SAFI;Bagasse TPP;-21.475473;-54.376811;NA;NA;NA
TGN;Bagasse TPP;-23.037183;-49.146485;NA;NA;NA
DESTILARIA PORTO ALEGRE;Bagasse TPP;-8.912566;-35.725861;NA;NA;NA
IACANGA;Bagasse TPP;-21.899014;-49.030111;NA;NA;NA
PIONEIROS II;Bagasse TPP;-20.684771;-50.923053;NA;NA;NA
NOVA MORENO;Bagasse TPP;-20.760631;-49.698604;NA;NA;NA
POTIRENDABA (ANTIGA CERRADINHO POTIRENDABA);Bagasse TPP;-21.048518;-49.360706;NA;NA;NA
PAU D´ALHO;Bagasse TPP;-22.813705;-50.059521;NA;NA;NA
USINA BONFIM;Bagasse TPP;-21.347427;-48.225510;NA;NA;NA
JUNCO NOVO;Bagasse TPP;-10.505711;-37.053135;NA;NA;NA
ANGÉLICA;Bagasse TPP;-22.167133;-53.745692;NA;NA;NA
USINA VALE;Bagasse TPP;-20.615896;-49.300069;NA;NA;NA
SÃO JOSÉ DO PINHEIRO;Bagasse TPP;-10.812349;-37.170040;NA;NA;NA
USINA MONTE ALEGRE;Bagasse TPP;-21.311929;-46.364313;NA;NA;NA
CORURIPE ENERGÉTICA - FILIAL CAMPO FLORIDO;Bagasse TPP;-19.767047;-48.582931;NA;NA;NA
CERRADÃO;Bagasse TPP;-20.016696;-48.952405;NA;NA;NA
COCAL II;Bagasse TPP;-22.395095;-51.520753;NA;NA;NA
PIRAPAMA;Bagasse TPP;-8.112096;-35.286631;NA;NA;NA
LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA);Bagasse TPP;-20.018989;-45.514258;NA;NA;NA
LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE);Bagasse TPP;-21.787157;-54.528522;NA;NA;NA
TOTAL;Bagasse TPP;-20.014332;-45.955029;NA;NA;NA
SÃO JUDAS TADEU;Bagasse TPP;-15.341599;-43.683926;NA;NA;NA
EQUIPAV II;Bagasse TPP;-21.562564;-49.851319;NA;NA;NA
GUARIROBA;Bagasse TPP;-20.186473;-49.698401;NA;NA;NA
COMVAP;Bagasse TPP;-4.591256;-42.867184;NA;NA;NA
DA MATA;Bagasse TPP;-21.244303;-50.869571;NA;NA;NA
NOROESTE PAULISTA;Bagasse TPP;-20.664637;-49.924981;NA;NA;NA
UBERABA;Bagasse TPP;-19.748313;-47.914878;NA;NA;NA
MONÇÕES;Bagasse TPP;-20.876215;-50.129441;NA;NA;NA
USAÇÚCAR - TERRA RICA;Bagasse TPP;-22.701249;-52.629300;NA;NA;NA
SANTA INES;Bagasse TPP;-21.134924;-48.059082;NA;NA;NA
PINDORAMA;Bagasse TPP;-10.119224;-36.168209;NA;NA;NA
LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL;Bagasse TPP;-23.582392;-46.831505;NA;NA;NA
VIRGOLINO DE OLIVEIRA - FAZENDA CANOAS;Bagasse TPP;-21.053407;-49.697843;NA;NA;NA
AGROALCOOL;Bagasse TPP;-20.748645;-49.719217;NA;NA;NA
MONTEVERDE;Bagasse TPP;-22.550974;-55.716097;NA;NA;NA
VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE);Bagasse TPP;-21.611607;-55.180381;NA;NA;NA
PORTO DAS ÁGUAS;Bagasse TPP;-18.410882;-52.642126;NA;NA;NA
NOBLE ENERGIA;Bagasse TPP;-20.660239;-49.927799;NA;NA;NA
SANTA LUZIA I;Bagasse TPP;-21.452608;-54.381875;NA;NA;NA
PORTO ALEGRE;Bagasse TPP;-8.910043;-35.713931;NA;NA;NA
CONQUISTA DO PONTAL;Bagasse TPP;-22.270824;-51.890038;NA;NA;NA
CAÇÚ I;Bagasse TPP;-18.575739;-51.131785;NA;NA;NA
GUAÍRA ENERGÉTICA;Bagasse TPP;-20.313081;-48.298430;NA;NA;NA
COLOMBO PALESTINA;Bagasse TPP;-20.390335;-49.445647;NA;NA;NA
CACHOEIRA DOURADA;Bagasse TPP;-18.489251;-49.470448;NA;NA;NA
VALE DO TIJUCO;Bagasse TPP;-19.741125;-47.877666;NA;NA;NA
CLEALCO-QUEIROZ;Bagasse TPP;-21.804890;-50.217727;NA;NA;NA
UNIDADE DE BIOENERGIA COSTA RICA;Bagasse TPP;-18.551578;-53.139214;NA;NA;NA
UNIDADE DE BIOENERGIA ALTO TAQUARI;Bagasse TPP;-17.811642;-53.288886;NA;NA;NA
UNIDADE DE BIOENERGIA ÁGUA EMENDADA;Bagasse TPP;-17.525777;-52.084929;NA;NA;NA
UNIDADE DE BIOENERGIA MORRO VERMELHO;Bagasse TPP;-17.580820;-52.541181;NA;NA;NA
CHAPADÃO AGROENERGIA;Bagasse TPP;-21.166517;-50.181425;NA;NA;NA
JATAÍ;Bagasse TPP;-17.908282;-51.681837;NA;NA;NA
SÃO FERNANDO AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.221182;-54.723002;NA;NA;NA
VALE DO SÃO SIMÃO;Bagasse TPP;-18.856949;-50.131334;NA;NA;NA
BARRA BIOENERGIA;Bagasse TPP;-22.476708;-48.536750;NA;NA;NA
BEN BIOENERGIA;Bagasse TPP;-9.915217;-36.333194;NA;NA;NA
BIOPAV II;Bagasse TPP;-21.160740;-50.182912;NA;NA;NA
BIOENERGÉTICA VALE DO PARACATU - BEVAP;Bagasse TPP;-17.734164;-46.172472;NA;NA;NA
RIO PARDO;Bagasse TPP;-23.052979;-49.129748;NA;NA;NA
CANABRAVA;Bagasse TPP;-21.672795;-41.311902;NA;NA;NA
TROPICAL BIOENERGIA;Bagasse TPP;-17.367916;-49.905406;NA;NA;NA
ITUMBIARA;Bagasse TPP;-18.376252;-49.204292;NA;NA;NA
ITUIUTABA;Bagasse TPP;-18.965092;-49.489166;NA;NA;NA
GUARANI - TANABI;Bagasse TPP;-20.618185;-49.665297;NA;NA;NA
TABU;Bagasse TPP;-7.509367;-34.878019;NA;NA;NA
CAARAPÓ;Bagasse TPP;-22.610073;-54.814483;NA;NA;NA
AMANDINA;Bagasse TPP;-22.306109;-53.848312;NA;NA;NA
BIOLINS;Bagasse TPP;-21.675278;-49.780312;NA;NA;NA
PASSOS;Bagasse TPP;-20.732616;-46.573274;NA;NA;NA
MADECAL;Bagasse TPP;-26.784158;-50.954829;NA;NA;NA
SÃO MIGUEL;Bagasse TPP;-9.794159;-36.048588;NA;NA;NA
MONTERREY;Bagasse TPP;-23.387164;-46.510155;NA;NA;NA
SANTA JULIANA;Bagasse TPP;-19.316906;-47.547497;NA;NA;NA
BALDIN;Bagasse TPP;-22.011698;-47.445768;NA;NA;NA
LARANJEIRAS;Bagasse TPP;-7.659250;-35.322135;NA;NA;NA
MUNDIAL;Bagasse TPP;-21.153199;-51.113812;NA;NA;NA
IPAUSSU BIOENERGIA;Bagasse TPP;-23.073656;-49.590730;NA;NA;NA
BOM JESUS;Bagasse TPP;-8.267269;-35.022032;NA;NA;NA
ITAPURANGA;Bagasse TPP;-15.556943;-49.928509;NA;NA;NA
UNIVALEM BIOENERGIA;Bagasse TPP;-21.213473;-50.868156;NA;NA;NA
DVPA;Bagasse TPP;-17.236733;-46.848537;NA;NA;NA
COLOMBO SANTA ALBERTINA;Bagasse TPP;-20.032216;-50.737458;NA;NA;NA
IPÊ (ANTIGA CENI);Bagasse TPP;-21.116831;-51.478740;NA;NA;NA
IACO AGRÍCOLA;Bagasse TPP;-18.802688;-52.603554;NA;NA;NA
JOSÉ BONIFÁCIO;Bagasse TPP;-21.053794;-49.697339;NA;NA;NA
NOBLE ENERGIA II;Bagasse TPP;-20.352886;-50.188008;NA;NA;NA
VICENTINA;Bagasse TPP;-22.404224;-54.446375;NA;NA;NA
MERIDIANO;Bagasse TPP;-20.457000;-50.207081;NA;NA;NA
BIOENERGÉTICA AROEIRA;Bagasse TPP;-18.621175;-48.685711;NA;NA;NA
CODORA;Bagasse TPP;-15.301860;-49.083515;NA;NA;NA
VITÓRIA;Bagasse TPP;-8.686566;-35.580813;NA;NA;NA
VALE DO IVAÍ - CAMBUÍ;Bagasse TPP;-24.003310;-51.821732;NA;NA;NA
CABRERA;Bagasse TPP;-19.542453;-50.581143;NA;NA;NA
SALGADO;Bagasse TPP;-8.395926;-35.058247;NA;NA;NA
COPLASA;Bagasse TPP;-21.025407;-49.918759;NA;NA;NA
CAMPO LINDO;Bagasse TPP;-10.487607;-37.192394;NA;NA;NA
MANACÁ;Bagasse TPP;-18.384051;-49.202310;NA;NA;NA
BURITI;Bagasse TPP;-20.182361;-47.716712;NA;NA;NA
IBÉRIA;Bagasse TPP;-22.251959;-50.545607;NA;NA;NA
VIRALCOOL CASTILHO;Bagasse TPP;-20.891003;-51.501970;NA;NA;NA
MOGIANA BIO-ENERGIA;Bagasse TPP;-20.586554;-47.880019;NA;NA;NA
SELECTA;Bagasse TPP;-18.642740;-48.161331;NA;NA;NA
DA PEDRA;Bagasse TPP;-21.174595;-47.629503;NA;NA;NA
ROSA SA INDÚSTRIA E COMÉRCIO DE PRODUTOS AGRÍCOLAS;Bagasse TPP;-23.274548;-47.699435;NA;NA;NA
VALE DO TIJUCO II;Bagasse TPP;-19.700882;-47.973930;NA;NA;NA
SÃO FERNANDO ENERGIA I;Bagasse TPP;-22.221390;-54.722467;NA;NA;NA
USINA LAGUNA AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.478038;-55.746168;NA;NA;NA
UNIDADE BOM SUCESSO;Bagasse TPP;-17.980494;-49.375411;NA;NA;NA
PEDRO AFONSO;Bagasse TPP;-8.998591;-48.166578;NA;NA;NA
BOM SUCESSO;Bagasse TPP;-17.993259;-49.365819;NA;NA;NA
USINA CORURIPE AÇÚCAR E ÁLCOOL;Bagasse TPP;-19.728107;-50.225269;NA;NA;NA
RIO VERMELHO;Bagasse TPP;-21.526519;-51.438565;NA;NA;NA
PARANAPANEMA;Bagasse TPP;-22.462659;-51.760977;NA;NA;NA
FIGUEIRA INDÚSTRIA E COMÉRCIO;Bagasse TPP;-21.076862;-50.122173;NA;NA;NA
FISCHER;Bagasse TPP;-22.527428;-47.393033;NA;NA;NA
COSTA BIOENERGIA;Bagasse TPP;-23.774738;-53.252707;NA;NA;NA
ALCOESTE DESTILARIA FERNANDÓPOLIS;Bagasse TPP;-20.272873;-50.246408;NA;NA;NA
TAQUARI;Bagasse TPP;-10.498619;-37.060283;NA;NA;NA
PAULICÉIA;Bagasse TPP;-21.305357;-51.831764;NA;NA;NA
SÃO SIMÃO;Bagasse TPP;-18.983844;-50.574962;NA;NA;NA
BROTAS;Bagasse TPP;-22.266829;-48.153793;NA;NA;NA
CONQUISTA DE MINAS;Bagasse TPP;-19.933192;-47.538615;NA;NA;NA
ENERVALE;Bagasse TPP;-17.729606;-46.152731;NA;NA;NA
VIRÁLCOOL 2;Bagasse TPP;-20.995790;-48.219425;NA;NA;NA
ENERGÉTICA ITAJUBARA;Bagasse TPP;-4.237171;-43.013909;NA;NA;NA
BIO ALVORADA;Bagasse TPP;-18.426294;-49.192760;NA;NA;NA
SÃO MARTINHO ENERGIA;Bagasse TPP;-21.339502;-48.115602;NA;NA;NA
UFL;Bagasse TPP;-22.859261;-51.386739;NA;NA;NA
UNIÃO;Bagasse TPP;-8.333162;-35.354162;NA;NA;NA
USALPA;Bagasse TPP;-21.500709;-51.421151;NA;NA;NA
PAM DESTILARIA;Bagasse TPP;-17.219287;-46.839849;NA;NA;NA
SANTA MARIA AÇUCAREIRA;Bagasse TPP;-9.045900;-35.402154;NA;NA;NA
FURLAN AVARÉ;Bagasse TPP;-23.112499;-48.905700;NA;NA;NA
BAMBUÍ;Bagasse TPP;-20.016243;-45.980555;NA;NA;NA
CEPASA;Bagasse TPP;-8.126722;-34.996710;NA;NA;NA
ANAMÃ;Natural gas TPP;-3.615548;-61.447581;1.02413E-05;1.02413E-05;1.02413E-05
ANORI;Natural gas TPP;-3.740979;-61.658565;2.16179E-05;2.16179E-05;2.16179E-05
ASFOR;Natural gas TPP;-3.755883;-38.521551;2.64114E-05;2.64114E-05;2.64114E-05
CAAPIRANGA;Natural gas TPP;-3.755883;-38.521551;1.02413E-05;1.02413E-05;1.02413E-05
CAMAÇARI;Natural gas TPP;-12.706047;-38.303425;0.001030518;0.001030518;0.001030518
CODAJÁS;Natural gas TPP;-3.839333;-62.058371;2.88239E-05;2.88239E-05;2.88239E-05
ENERGY WORKS KAISER PACATUBA;Natural gas TPP;-3.930491;-38.607034;4.3772E-05;4.3772E-05;4.3772E-05
GLOBO;Natural gas TPP;-22.789215;-43.301665;4.06814E-05;4.06814E-05;4.06814E-05
AURELIANO CHAVES (ANTIGA IBIRITÉ);Natural gas TPP;-20.028628;-44.055764;0.001781784;0.001781784;0.001781784
ILHA PLAZA SHOPPING;Natural gas TPP;-22.989471;-43.432752;1.02492E-05;1.02492E-05;1.02492E-05
JUIZ DE FORA;Natural gas TPP;-21.750927;-43.360178;0.000686286;0.000686286;0.000686286
NORTE FLUMINENSE;Natural gas TPP;-22.378914;-41.798399;0.006850605;0.006850605;0.006850605
CTS-CENTRAL TERMELÉTRICA SUL (ANTIGA RHODIA SANTO ANDRÉ);Natural gas TPP;-23.647339;-46.512655;0.000086724;0.000086724;0.000086724
SOLVAY;Natural gas TPP;-23.624116;-46.516077;9.93384E-05;9.93384E-05;9.93384E-05
SUAPE, CGDE, KOBLITZ ENERGIA LTDA;Natural gas TPP;-8.287947;-35.033770;0.000031536;0.000031536;0.000031536
SUZANO;Natural gas TPP;-23.552984;-46.315180;0.000302746;0.000302746;0.000302746
CELPAV IV;Natural gas TPP;-23.308796;-45.962328;0.001099219;0.001099219;0.001099219
URUGUAIANA;Natural gas TPP;-29.776215;-57.089583;0.005044972;0.005044972;0.005044972
CUIABÁ (MÁRIO COVAS);Natural gas TPP;-15.600190;-56.064620;0.004172213;0.004172213;0.004172213
CTE II;Natural gas TPP;-22.504897;-44.093392;0.001403115;0.001403115;0.001403115
MODULAR DE CAMPO GRANDE (WILLIAN ARJONA);Natural gas TPP;-20.511636;-54.634819;0.001626863;0.001626863;0.001626863
ENERGY WORKS KAISER JACAREÍ;Natural gas TPP;-23.302971;-45.966578;6.77393E-05;6.77393E-05;6.77393E-05
SANTA CRUZ;Natural gas TPP;-23.000372;-43.421579;0.006591024;0.006591024;0.006591024
CELSO FURTADO (ANTIGA TERMOBAHIA FASE I);Natural gas TPP;-12.621587;-38.678957;0.001465565;0.001465565;0.001465565
BRAHMA;Natural gas TPP;-22.991491;-43.401602;0.000103123;0.000103123;0.000103123
REFINARIA DUQUE DE CAXIAS - REDUC;Natural gas TPP;-22.787143;-43.297404;0.000499057;0.000499057;0.000499057
UGPU;Natural gas TPP;-23.192062;-46.877181;6.07068E-05;6.07068E-05;6.07068E-05
ARAUCÁRIA;Natural gas TPP;-25.573015;-49.402634;0.003817039;0.003817039;0.003817039
PROJAC CENTRAL GLOBO DE PRODUÇÃO;Natural gas TPP;-22.998467;-43.398843;3.90258E-05;3.90258E-05;3.90258E-05
GOVERNADOR LEONEL BRIZOLA (ANTIGA TERMORIO);Natural gas TPP;-22.779913;-43.315996;0.008343637;0.008343637;0.008343637
